ID,字段1,字段2,discount,price,privilege.for.new,privilege.on.sale,district,if.nonworkdays.available,time.duration,if.appointment.needed,WiFi.available,parking,rooms.available,评分,评论数,online.intervel,quarterly.sales.volume,level.of.participants.limited,level.of.tickets.limited,place,food,taste,cook,people,style,HighFreq
1,巴蜀大魏道火锅(高新路店),仅售308元，价值372元6人餐！免费WiFi节假日通用，可使用包间！,0.827956989,308,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,24,无需预约,免费WiFi,无停车位,均可使用,5,4,216,5.416666667,不限人数,不限张数,是,否,否,否,否,川系,2
10,宽窄巷子火锅,仅售79.9元，价值100元代金券！可使用包间，免费停车，免费WiFi！,0.799,79.9,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,均可使用,4.5,1650,786,1874.198473,不限人数,不限张数,否,否,否,否,否,川系,1
100,重庆鼻祖老火锅,仅售90元，价值100元代金券！可叠加使用，免费WiFi，可使用包间，免费WiFi！,0.9,90,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,11,无需预约,免费WiFi,未提及,均可使用,4.5,151,435,466.7586207,不限人数,不限张数,是,否,否,否,否,川系,3
1000,六婆串串香火锅(凤城一路店),仅售1元，价值12元凤城一路店大签30个！节假日通用，提供免费WiFi，免费WiFi！,0.083333333,1,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,281,2.241992883,不限人数,不限张数,否,否,是,否,是,川系,4
1001,辣尚仙焖锅,仅售68元，最高价值128元咸宁中路店双人菌类套餐！?,0.53125,68,钱包新客最高再减20元,无立减优惠,新城区,非周末法定节假日通用,11,无需预约,未提及,未提及,仅限大厅使用,4.6,13,433,6.443418014,限2-4人,不限张数,否,否,是,是,否,川系,4
1002,萤火虫新概念火锅,仅售50元，价值100元代金券！选新鲜优质食材，优选原料，健康用油，营养美味，香飘四溢，余香不绝，屡食不厌，久久回味！店内提供免费WiFi！,0.5,50,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,2.5,无需预约,未提及,未提及,未提及,0,0,777,0.115830116,不限人数,不限张数,否,否,否,否,否,其他,1
1003,冯记猪肚鸡养生火锅,仅售85元，价值100元代金券！免费停车，免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,仅限大厅使用,5,4,127,9.212598425,不限人数,限制张数,否,是,否,否,否,粤系,3
1004,张二毛火锅,仅售8.8元，价值30元丸子套餐！节假日通用，提供免费停车场、免费WiFi，可使用包间，免费停车，免费WiFi！,0.293333333,8.8,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,14,无需预约,免费WiFi,免费停车位,均可使用,4.4,9,421,8.123515439,不限人数,不限张数,否,否,否,否,否,其他,1
1005,康二姐串串香火锅(潘村店),仅售49.9元，价值62元潘村店双人餐！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.80483871,49.9,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,393,3.893129771,限2-4人,不限张数,否,否,是,否,否,川系,3
1006,万家欢鱼火锅(曲江店),仅售79.9元，价值100元代金券！,0.799,79.9,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,7,无需预约,未提及,未提及,仅限大厅使用,5,7,119,21.17647059,不限人数,限制张数,否,是,否,否,否,其他,2
1007,森林雨火锅(科技路分店),仅售258元，价值325元科技路店4-6人生日特惠套餐！提供免费WiFi！只限生日当天使用，免费WiFi！,0.793846154,258,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,13,无需预约,免费WiFi,无停车位,仅限大厅使用,5,4,393,12.36641221,限5-12人,不限张数,否,否,否,否,否,其他,1
1008,我要牛市鲜牛火锅,仅售158元，价值244元2至3人午市套餐！免费WiFi！,0.647540984,158,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,3.5,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,49,1.836734694,限2-4人,不限张数,否,是,是,否,否,其他,1
1009,成都花串串,仅售79元，价值100元代金券！节假日通用，可叠加使用！,0.79,79,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,4.6,98,502,118.1474104,不限人数,不限张数,否,否,否,否,否,川系,1
101,重庆渝江锂火锅,仅售79元，价值100元代金券！提供免费WiFi！可叠加使用，全场通用，可使用包间，免费停车，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,15.5,无需预约,免费WiFi,免费停车位,均可使用,4.3,140,604,250.9271523,不限人数,不限张数,是,否,否,否,否,川系,2
1010,长盛楼火锅,仅售268元，最高价值454元8人餐！节假日通用，提供免费WiFi，免费WiFi！,0.59030837,268,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,14,无需预约,免费WiFi,无停车位,仅限大厅使用,5,1,630,0.142857143,不限人数,不限张数,否,否,否,否,否,其他,1
1011,荷塘食韵特色火锅(凤城五路店),仅售288元，价值356元凤城五路店8人餐！味道鲜美，口感优质，店家服务周到细致，就餐环境舒适，交通便利！,0.808988764,288,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10.5,无需预约,免费WiFi,未提及,仅限大厅使用,5,1,920,2.054347826,不限人数,不限张数,否,否,否,否,否,其他,2
1013,蜀味轩小火锅,仅售45元，价值50元代金券！节假日通用，提供免费WiFi，可叠加使用，免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,4.7,16,610,11.06557377,不限人数,不限张数,是,否,否,否,否,川系,3
1014,莱珍轩时尚臻牛(西安总店),仅售98元，价值159元双人餐！免费WiFi，免费停车！,0.616352201,98,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,76,8.289473684,不限人数,不限张数,否,是,否,否,否,其他,1
1016,蜀江老号火锅,仅售78元，价值100元代金券！免费WiFi！,0.78,78,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,4.5,无需预约,免费WiFi,未提及,仅限大厅使用,4.2,42,273,204.0659341,不限人数,不限张数,是,否,否,否,否,川系,2
1017,月满大江,仅售248元，最高价值372元8人餐！免费WiFi！,0.666666667,248,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,12,无需预约,免费WiFi,未提及,仅限大厅使用,3.7,3,130,14.53846154,不限人数,限制张数,否,否,否,否,否,其他,1
1019,独一坊烤羊蝎子,仅售198元，价值249元6人套餐！独具风味，肉质鲜美细嫩，美味舌尖流转，优质食材，精心制作，传统工艺，营养美味，免费停车，免费WiFi！,0.795180723,198,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,10,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.7,60,823,20.34021871,限5-12人,不限张数,否,是,否,是,否,北系,0
102,院子私房老火锅,仅售68元，价值100元代金券！可叠加使用，节假日通用，免费无线WiFi，免费WiFi！,0.68,68,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,免费WiFi,无停车位,仅限大厅使用,3,1,449,8.619153675,不限人数,不限张数,否,否,否,否,否,其他,3
1020,全鱼道金牌私房鱼(高新店),仅售115元，价值187元高新店6人套餐！节假日通用，提供免费WiFi，免费WiFi！,0.614973262,115,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,免费WiFi,无停车位,仅限大厅使用,4.5,2,618,1.747572816,限5-12人,不限张数,否,是,否,否,否,其他,2
1021,膳豪鱼府,仅售169元，价值253元4人餐！免费WiFi！,0.66798419,169,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,12,无需预约,免费WiFi,未提及,仅限大厅使用,5,5,130,20.07692308,限2-4人,不限张数,否,是,否,是,否,其他,1
1022,成都锦里串串,仅售99元，价值135元4人餐！节假日通用，可使用包间！,0.733333333,99,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,12,无需预约,未提及,未提及,均可使用,4.8,5,463,4.470842333,限2-4人,不限张数,否,否,否,否,是,川系,1
1024,七婆串串香(辛家庙店),仅售175元，价值198元辛家庙店6-8人餐！节假日通用，提供免费WiFi，免费WiFi！,0.883838384,175,钱包新客最高再减20元,无立减优惠,未央区,非周末法定节假日通用,11,无需预约,免费WiFi,未提及,仅限大厅使用,3,1,490,5.326530612,不限人数,不限张数,否,否,是,否,是,川系,2
1025,重庆鸡公煲(师大路店),仅售49.9元，价值60元师大路店精美双人餐！提供免费WiFi，免费WiFi！,0.831666667,49.9,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,11,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.6,76,484,90,限2-4人,不限张数,是,是,否,是,否,川系,4
1026,7石咕噜鱼(洪庆店),仅售99元，最高价值144元洪庆店2-3人餐！节假日通用，提供免费WiFi，免费WiFi！,0.6875,99,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,10,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,420,3.857142857,限2-4人,限制张数,否,是,否,否,否,其他,1
1027,重庆巴之缘火锅,仅售88元，价值100元代金券！可使用包间！,0.88,88,无钱包新客优惠,无立减优惠,长安区,周末法定节假日通用,12,无需预约,未提及,未提及,均可使用,4.6,37,417,110.2877698,不限人数,限制张数,是,否,否,否,否,川系,2
1028,京味涮火锅,仅售288元，价值569元10人餐！免费WiFi！,0.506151142,288,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,免费WiFi,无停车位,均可使用,0,0,44,4.090909091,不限人数,不限张数,是,否,是,是,否,北系,3
1029,一尊皇牛(阎良店),仅售78元，价值99元双人餐！免费停车，免费WiFi！,0.787878788,78,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,仅限大厅使用,3.8,16,115,161.2173913,不限人数,不限张数,否,是,否,否,否,其他,0
103,三味火锅,仅售138元，价值249元4-6人餐！节假日通用，提供免费WiFi，免费WiFi！,0.554216867,138,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,13.5,无需预约,免费WiFi,未提及,仅限大厅使用,4.9,17,398,11.98492462,限5-12人,不限张数,否,否,否,否,否,其他,2
1030,皇家大厨,仅售36元，价值45元单人水晶火锅料理！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.8,36,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,633,2.132701422,限1人,不限张数,否,否,否,否,否,其他,1
1031,7石咕噜鱼(阎良店),仅售128元，价值213元4到6人草鱼套餐！免费停车，免费WiFi！,0.600938967,128,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,10,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,250,4.32,不限人数,不限张数,否,是,否,否,否,其他,1
1033,咱家鱼塘,仅售57元，价值100元代金券！免费WiFi！,0.57,57,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,6,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,80,7.875,不限人数,不限张数,否,是,否,否,否,其他,1
1034,巴豆捞鲜鱼庄,仅售155元，价值191元4-5人餐！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.811518325,155,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,9.5,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.8,13,364,12.60989011,限5-12人,不限张数,否,是,是,否,否,粤系,1
1035,张大师鸭爪爪特色火锅,仅售39元，价值44元单人餐！可使用包间，免费WiFi！,0.886363636,39,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,12.5,无需预约,免费WiFi,未提及,均可使用,4.5,2,270,4.333333333,不限人数,不限张数,否,是,否,否,是,其他,2
1036,清真老城涮烤,仅售218元，价值330元8人餐！节假日通用，店内提供WiFi，免费WiFi！,0.660606061,218,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,11,无需预约,免费WiFi,未提及,仅限大厅使用,5,5,388,9.742268041,不限人数,限制张数,否,否,是,是,否,其他,3
1037,祥和斋清真羊蝎子火锅,仅售76元，价值100元羊蝎子火锅100元代金券！免费WiFi！,0.76,76,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,5,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,75,10.8,限1人,不限张数,否,是,是,否,否,北系,1
1038,以德涮羊肉(朱雀门店),仅售79元，价值100元代金券！可使用包间，免费停车，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,14,无需预约,免费WiFi,免费停车位,均可使用,4.5,68,580,80.37931034,不限人数,限制张数,否,是,否,是,否,其他,1
1039,卡卡麻辣私房火锅,仅售108元，最高价值196元4-5人餐！节假日通用，提供免费WiFi，请提前2小时预约，免费WiFi，需预约！,0.551020408,108,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12.5,需预约,免费WiFi,未提及,仅限大厅使用,0,0,384,0,限5-12人,不限张数,否,否,是,否,否,川系,3
104,六婆串串香火锅(骡马市店),仅售68元，最高价值98元骡马市店双人餐！提供免费WiFi！,0.693877551,68,钱包新客最高再减20元,无立减优惠,碑林区,非周末法定节假日通用,12,无需预约,免费WiFi,无停车位,仅限大厅使用,4.5,373,581,269.6901893,不限人数,不限张数,否,否,是,否,是,川系,3
1041,重庆德庄火锅(凤城九路店),仅售238元，价值411元8人餐，免费WiFi！,0.579075426,238,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12,无需预约,免费WiFi,收费停车位,仅限大厅使用,0,0,6,45,限5-12人,限制张数,是,否,否,否,否,川系,3
1043,老兵居串串火锅(前进路店),仅售88元，价值100元代金券！免费停车，免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,未提及,0,0,175,1.028571429,限2-4人,不限张数,否,否,否,否,是,川系,3
1044,顺水鱼馆(高新路店),仅售89元，价值100元代金券！免费WiFi！,0.89,89,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,免费WiFi,无停车位,仅限大厅使用,4.7,261,624,379.9038462,不限人数,不限张数,否,是,否,否,否,其他,1
1045,重庆98火锅,仅售88元，价值120元2-3人餐！节假日通用！提供免费WiFi、停车位，免费停车，免费WiFi！,0.733333333,88,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,4,1,414,1.304347826,不限人数,不限张数,是,否,否,否,否,川系,2
1046,袁记串串香(小寨店),仅售52元，价值65元双人餐！免费WiFi！,0.8,52,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,13,无需预约,免费WiFi,未提及,仅限大厅使用,4.2,9,204,29.11764706,不限人数,限制张数,否,否,是,否,否,川系,4
1049,梁小厨私家美蛙,仅售98元，价值190元3人餐！提前2小时预约，节假日通用，需预约！,0.515789474,98,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,8,需预约,未提及,未提及,仅限大厅使用,5,4,323,2.786377709,限2-4人,不限张数,否,否,否,否,否,其他,1
105,食色火锅(西安总店),仅售88元，价值261元食色火锅超值2到3人餐！可使用包间，免费WiFi！,0.337164751,88,钱包新客最高再减20元,有立减优惠,雁塔区,周末法定节假日通用,11.5,无需预约,免费WiFi,未提及,均可使用,3.8,4,24,112.5,限2-4人,不限张数,否,否,否,否,否,其他,1
1050,唐记老铺老北京涮羊肉,仅售98元，价值182元双人餐！提供免费WIFI！,0.538461538,98,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,5,2,233,6.180257511,限2-4人,不限张数,是,是,否,是,否,北系,3
1051,重庆美蛙鱼,仅售188元，价值276元6人餐！节假日通用，提供免费WiFi，免费WiFi！,0.68115942,188,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,12,无需预约,免费WiFi,未提及,仅限大厅使用,4,3,540,1.833333333,限5-12人,不限张数,是,是,否,否,否,川系,2
1052,成都呱串串(太和路店),仅售39元，价值50元代金券！免费WiFi！,0.78,39,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10.5,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.5,24,165,126.5454545,不限人数,限制张数,否,否,否,否,否,川系,1
1053,重庆鸡公煲(师大路店),仅售99元，价值114元师大路店精美4人餐！店内提供免费WiFi，免费WiFi！,0.868421053,99,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,11,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.5,11,484,8.181818182,限2-4人,不限张数,是,是,否,是,否,川系,4
1054,徐州农家一锅炖,仅售148元，最高价值242元4-5人餐！提供免费WiFi、停车位，节假日通用！请至少提前1小时预约，免费停车，免费WiFi，需预约！,0.611570248,148,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12,需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,398,1.582914573,限5-12人,不限张数,否,否,否,是,否,其他,1
1055,赶海海鲜主题多远餐厅,仅售118元，价值148元4人餐！节假日通用，免费WiFi、停车位，免费停车，免费WiFi！,0.797297297,118,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,304,0.296052632,不限人数,不限张数,否,是,是,否,否,粤系,0
1056,御锦香老锅,仅售68元，最高价值106元2-3人餐！节假日通用！,0.641509434,68,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,3.5,2,350,1.8,不限人数,不限张数,否,否,是,否,否,其他,3
1058,清真北京涮锅楼(北大街店),仅售318元，最高价值409元8人餐！免费WiFi！节假日通用！可叠加使用，可使用包间，免费WiFi！,0.777506112,318,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,均可使用,4.7,42,546,29.01098901,限5-12人,不限张数,是,否,是,是,否,北系,3
1059,杨姐大辣火锅(小寨华旗店),仅售79元，价值100元代金券！,0.79,79,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,10.5,无需预约,未提及,未提及,仅限大厅使用,5,1,310,3.483870968,不限人数,不限张数,否,否,是,否,否,川系,4
106,小芭蕉泰式火锅(金花北路店),仅售88元，价值219元金花北路店超值套餐！可叠加使用，节假日通用，提供免费WiFi，可使用包间，免费WiFi！,0.401826484,88,钱包新客最高再减20元,有立减优惠,新城区,周末法定节假日通用,2,无需预约,免费WiFi,未提及,均可使用,5,1,321,3.925233645,不限人数,不限张数,否,否,否,否,否,其他,2
1060,海底印象私房火锅,仅售228元，价值329元8人餐！节假日通用！提供免费WiFi，可使用包间，免费WiFi！,0.693009119,228,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,12,无需预约,免费WiFi,未提及,均可使用,0,0,519,1.387283237,不限人数,不限张数,否,否,否,否,否,其他,2
1061,清真巷子口京涮,仅售78元，价值100元价值100元代金券！免预约，提供免费WiFi，可叠加使用，免费WiFi！,0.78,78,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,12.5,无需预约,免费WiFi,未提及,仅限大厅使用,4.2,23,699,19.95708155,不限人数,不限张数,是,否,是,是,否,北系,1
1062,大红袍柴火鸡,仅售118元，价值157元4人餐！可使用包间，免费停车，免费WiFi，需预约！,0.751592357,118,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,3.5,需预约,免费WiFi,免费停车位,均可使用,4.3,3,225,3.6,限2-4人,不限张数,否,是,否,否,否,其他,2
1064,老北京铜锅涮肉(长丰园店),仅售79元，价值100元长丰园店代金券！可叠加使用！节假日通用，店内提供免费WiFi，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,雁塔区,非周末法定节假日通用,11,无需预约,免费WiFi,未提及,仅限大厅使用,4.6,62,399,131.5037594,不限人数,限制张数,是,是,否,是,否,北系,3
1065,泉水鱼庄,仅售1元，价值38元野生葡萄酒套餐！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.026315789,1,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,10.5,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.5,15,287,27.28222997,不限人数,限制张数,否,是,否,否,否,其他,1
1066,康二姐冷锅串串(凤城一路店),仅售79元，价值100元凤城一路店代金券！节假日通用，提供免费无线WiFi，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.3,56,313,129.1054313,不限人数,限制张数,否,否,否,否,否,川系,3
1067,巴豆捞鲜鱼庄,仅售78元，价值112元黑鱼套餐！节假日通用，提供免费WiFi，免费WiFi！,0.696428571,78,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,9.5,无需预约,免费WiFi,无停车位,仅限大厅使用,4.6,24,317,45.99369085,限2-4人,不限张数,否,是,是,否,否,粤系,1
1068,雍和祥重庆老火锅,仅售79元，价值100元代金券！免费停车，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,碑林区,非周末法定节假日通用,14,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,23,0,不限人数,不限张数,是,否,否,否,否,川系,3
1069,壹传壹,仅售166元，价值273元4人餐！可使用包间，免费停车，免费WiFi，需预约！,0.608058608,166,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,13,需预约,免费WiFi,免费停车位,均可使用,5,1,230,2.739130435,限2-4人,不限张数,否,否,否,否,否,其他,0
107,重庆矿火锅,仅售75元，享价值100元重庆矿火锅午市代金券，全场通兑，可叠加使用，停车方便，提供免费WIFI!,0.75,75,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,5,无需预约,免费WiFi,未提及,仅限大厅使用,4.1,8,78,267.6923077,不限人数,不限张数,是,否,否,否,否,川系,2
1070,5号串串,仅售90元，价值100元代金券！免费WiFi！,0.9,90,钱包新客最高再减20元,有立减优惠,临潼区,周末法定节假日通用,13.5,无需预约,免费WiFi,未提及,仅限大厅使用,5,1,203,3.990147783,不限人数,不限张数,否,否,否,否,否,川系,1
1071,唐记老铺老北京涮羊肉,仅售2元，价值88元极品现刨蒙羊羊肉卷1斤！可使用包间，免费WiFi！,0.022727273,2,钱包新客最高再减20元,有立减优惠,雁塔区,周末法定节假日通用,12,无需预约,免费WiFi,无停车位,均可使用,0,0,86,10.46511628,不限人数,限制张数,是,是,否,是,否,北系,3
1072,七婆升级品牌渔凫桥串串火锅(咸宁东路直营店),仅售75元，价值100元代金券！免费停车，免费WiFi！,0.75,75,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,仅限大厅使用,5,2,153,20,不限人数,不限张数,否,否,否,否,是,川系,2
1073,众家火锅,仅售29.6元，价值36元午时双人餐！节假日通用，提供免费WiFi，免费WiFi！,0.822222222,29.6,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,5,无需预约,免费WiFi,未提及,未提及,4.5,2,425,4.235294118,限2-4人,不限张数,否,否,否,否,否,其他,1
1074,聚点1101私房火锅,仅售88元，价值141元2-3人餐！节假日通用！提供免费WiFi，免费WiFi！,0.624113475,88,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,11,无需预约,免费WiFi,无停车位,仅限大厅使用,5,2,316,0.569620253,不限人数,不限张数,否,否,否,否,否,其他,2
1075,311美蛙鱼私房火锅,"仅售78元，价值100元代金券！节假日通用，提供免费WiFi！
					请至少提前2小时预约，可使用包间，免费WiFi，需预约！",0.78,78,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,10.5,需预约,免费WiFi,收费停车位,均可使用,5,2,587,2.146507666,不限人数,限制张数,否,是,否,否,否,其他,3
1076,地中海主题火锅,仅售78元，价值100元代金券！&nbsp;可叠加使用！节假日通用！提供免费无线WiFi！免预约！,0.78,78,钱包新客最高再减20元,无立减优惠,未央区,非周末法定节假日通用,11,无需预约,未提及,未提及,未提及,0,0,711,0.886075949,不限人数,不限张数,否,否,否,否,否,其他,1
1077,印象重庆火锅,仅售85元，价值100元代金券！可使用包间，免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,12,无需预约,免费WiFi,未提及,均可使用,5,2,355,3.802816901,不限人数,不限张数,是,否,否,否,否,川系,2
1078,李家大院(纺渭路店),仅售168元，价值253元，特色5至8人火锅套餐，欢迎光临！,0.664031621,168,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,12.5,无需预约,未提及,未提及,仅限大厅使用,5,1,182,4.450549451,限5-12人,不限张数,否,否,否,否,否,其他,1
1079,膳豪鱼府,仅售338元，价值509元10-12人餐！可叠加使用，店内提供免费无线WiFi，可使用包间，免费WiFi！,0.664047151,338,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,10,无需预约,免费WiFi,未提及,均可使用,4.5,28,603,11.19402985,不限人数,不限张数,否,是,否,是,否,其他,1
108,奇火锅,仅售78元，价值100元代金券！可叠加使用，店内提供免费WiFi，可使用包间，免费停车，免费WiFi！,0.78,78,钱包新客最高再减20元,无立减优惠,莲湖区,非周末法定节假日通用,13.83333333,无需预约,免费WiFi,免费停车位,均可使用,4.7,124,435,290.8965517,不限人数,不限张数,否,否,否,否,否,其他,1
1080,胖子火锅,仅售139元，价值158元5-7人餐！节假日通用！提供免费WiFi，可使用包间，免费WiFi！,0.879746835,139,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,10.5,无需预约,免费WiFi,未提及,均可使用,0,0,436,0.619266055,不限人数,不限张数,否,否,否,否,否,其他,1
1081,老陕味,仅售99元，价值147元双人餐！,0.673469388,99,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,12.5,无需预约,未提及,未提及,仅限大厅使用,5,1,251,2.509960159,不限人数,不限张数,是,否,否,否,否,其他,2
1082,南山谷芝士年糕火锅,仅售49.9元，价值59元2至4人餐！节假日通用，店内提供免费WiFi，免费WiFi！,0.845762712,49.9,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,11,无需预约,免费WiFi,无停车位,仅限大厅使用,5,4,300,14.7,不限人数,不限张数,否,是,否,否,否,其他,1
1083,七婆串串香火锅(长安店),仅售95元，价值100元长安店代金券！提供免费WiFi，节假日通用，免费WiFi！,0.95,95,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,0,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,280,6.428571429,不限人数,不限张数,否,否,是,否,是,川系,3
1086,杠上花火锅(和平村店),仅售238元，价值304元6人餐！免费WiFi！,0.782894737,238,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,13,无需预约,免费WiFi,未提及,仅限大厅使用,5,2,160,18.5625,不限人数,限制张数,否,否,否,否,否,其他,1
1087,陈记串串,仅售59元，价值70元双人餐！节假日通用，提供免费WiFi、停车位！?，免费停车，免费WiFi！,0.842857143,59,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.8,11,309,16.01941748,限2-4人,不限张数,否,否,否,否,否,川系,2
