ID,字段1,字段2,discount,price,privilege.for.new,privilege.on.sale,district,if.nonworkdays.available,time.duration,if.appointment.needed,WiFi.available,parking,rooms.available,评分,评论数,online.intervel,quarterly.sales.volume,level.of.participants.limited,level.of.tickets.limited,place,food,taste,cook,people,style,HighFreq
2044,重庆袍哥码头老火锅,仅售488元，价值542元8-10人餐！节假日通用，提供免费WiFi！,0.900369004,488,钱包新客最高再减20元,无立减优惠,长安区,非周末法定节假日通用,12,无需预约,免费WiFi,无停车位,仅限大厅使用,4.7,6,442,6.312217195,限5-12人,不限张数,是,否,否,否,否,川系,3
2045,重庆老味道串串(梨园路店),仅售79元，价值100元代金券！免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,9,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,156,0,限1人,不限张数,是,否,否,否,否,川系,4
2046,王家冷锅串串,仅售78元，价值100元代金券！免费WiFi！,0.78,78,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,13.5,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,199,0,限5-12人,不限张数,否,否,否,否,否,川系,2
2047,8090串串香,?仅售79.9元，价值100元代金券！,0.799,79.9,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,未提及,无停车位,仅限大厅使用,0,0,274,0,限5-12人,不限张数,否,否,是,否,否,川系,2
2048,大秦串串,仅售45元，价值50元代金券！,0.9,45,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,6,无需预约,未提及,未提及,仅限大厅使用,0,0,188,0.478723404,限2-4人,不限张数,否,否,否,否,否,川系,2
2049,二毛肥牛火锅,仅售489元，最高价值674元8-10人套餐！节假日通用，提供免费WiFi，免费WiFi！,0.725519288,489,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12.5,无需预约,免费WiFi,未提及,仅限大厅使用,5,3,566,1.113074205,限5-12人,限制张数,否,是,否,否,否,其他,1
2051,开心串串,仅售42元，价值50元代金券！可使用包间，免费WiFi！,0.84,42,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,均可使用,0,0,230,0,不限人数,不限张数,否,否,否,否,否,川系,1
2052,大圣归来涮串串,仅售42.5元，价值50元代金券！,0.85,42.5,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,7,无需预约,未提及,未提及,仅限大厅使用,0,0,162,0,不限人数,不限张数,否,否,否,是,否,川系,3
2053,渝鱼醉香居,仅售42.5元，价值50元代金券！可使用包间，免费停车，免费WiFi！,0.85,42.5,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,均可使用,0,0,148,0,不限人数,不限张数,否,是,是,否,否,其他,2
2054,饿人串串,仅售43元，价值50元代金券！免费WiFi！,0.86,43,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,收费停车位,仅限大厅使用,0,0,240,0,不限人数,不限张数,否,否,否,否,是,川系,1
2055,阿婆串串,仅售42元，价值50元代金券！,0.84,42,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,5.666666667,无需预约,未提及,无停车位,仅限大厅使用,0,0,266,0,不限人数,限制张数,否,否,否,否,是,川系,1
2056,成都串串,仅售42元，价值50元代金券！,0.84,42,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,6.833333333,无需预约,未提及,无停车位,仅限大厅使用,0,0,167,0,不限人数,限制张数,否,否,否,否,否,川系,1
2057,西铁串串,仅售42.5元，价值50元代金券！免费WiFi！,0.85,42.5,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,7.5,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,202,0,限2-4人,限制张数,否,否,否,否,否,川系,1
2058,小七串串,仅售42.5元，价值50元代金券！,0.85,42.5,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,5,无需预约,未提及,收费停车位,仅限大厅使用,0,0,159,0,不限人数,不限张数,否,否,否,否,否,川系,2
2059,天才串串,仅售42元，价值50元代金券！免费WiFi！,0.84,42,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,154,0,限2-4人,不限张数,否,否,否,否,否,川系,1
2060,串串时代(樱花广场店),仅售42.5元，价值50元代金券！,0.85,42.5,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,7,无需预约,未提及,未提及,仅限大厅使用,0,0,162,0,不限人数,不限张数,否,否,否,否,否,川系,1
2061,洋芋糍粑(胡家庙小吃城店),仅售19.8元，价值21元胡家庙小吃城店单人小火锅套餐！节假日通用！,0.942857143,19.8,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,10,无需预约,未提及,未提及,未提及,0,0,281,0.960854093,限1人,不限张数,否,是,否,否,否,其他,2
2062,眼镜串串,仅售42.5元，价值50元代金券！免费WiFi！,0.85,42.5,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,8,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,154,0,不限人数,限制张数,否,否,否,否,否,川系,1
2063,海底捞火锅,仅售910元，价值1000元实体卡1份！免费WiFi！,0.91,910,无钱包新客优惠,无立减优惠,雁塔区,周末法定节假日通用,8,无需预约,免费WiFi,无停车位,仅限大厅使用,5,2,29,186.2068966,不限人数,不限张数,否,否,否,否,否,其他,1
2065,印象重庆串串香,仅售88元，价值100元代金券！可叠加使用！节假日通用！提供免费WiFi！?，免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,293,0.307167235,不限人数,不限张数,是,否,是,否,否,川系,3
2066,流氓串串,仅售89元，价值100元代金券！可叠加使用，节假日通用，店内提供免费WiFi，免费WiFi！,0.89,89,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,355,0.253521127,不限人数,不限张数,否,否,否,否,否,川系,1
2067,天天涮串串吧,仅售88元，价值100元代金券！节假日通用，店内提供免费无线WIFI！可叠加使用，免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,6,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,432,0.208333333,不限人数,不限张数,否,否,否,是,否,川系,2
2068,签知千味,仅售85元，价值100元代金券！,0.85,85,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,11.5,无需预约,未提及,未提及,仅限大厅使用,0,0,93,0,不限人数,不限张数,否,否,否,否,否,其他,1
2069,屋顶串串,仅售85元，价值100元代金券！可使用包间，免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,12,无需预约,免费WiFi,无停车位,均可使用,0,0,106,0,不限人数,不限张数,否,否,否,否,否,川系,1
207,食色火锅(电子正街店),仅售68元，价值100元电子正街店代金券！可叠加使用，免费WiFi，节假日通用，免费WiFi！,0.68,68,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,免费WiFi,未提及,仅限大厅使用,5,15,317,12.49211356,不限人数,不限张数,否,否,否,否,否,其他,1
2070,红旗串串,仅售86元，价值100元代金券！免费停车，免费WiFi！,0.86,86,钱包新客最高再减20元,无立减优惠,未央区,非周末法定节假日通用,24,无需预约,免费WiFi,免费停车位,均可使用,0,0,253,0,不限人数,不限张数,否,否,否,否,否,川系,1
2072,西铁串串,仅售85元，价值100元代金券！免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,7.5,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,202,0,限5-12人,限制张数,否,否,否,否,否,川系,1
2073,四季红撸串,仅售85元，价值100元代金券！免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,5,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,127,0,不限人数,限制张数,否,否,否,否,否,其他,1
2074,涮你狠串串,仅售85元，价值100元代金券！,0.85,85,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,7,无需预约,未提及,未提及,仅限大厅使用,0,0,169,0,不限人数,不限张数,否,否,否,是,否,川系,2
2075,湖边涮涮,仅售45元，价值50元湖边涮涮代金券！,0.9,45,无钱包新客优惠,无立减优惠,未央区,周末法定节假日通用,7,无需预约,未提及,收费停车位,仅限大厅使用,0,0,240,0,不限人数,不限张数,否,否,否,是,否,其他,1
2076,红旗串串,仅售85元，价值100元代金券！,0.85,85,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,未提及,无停车位,仅限大厅使用,0,0,177,0,不限人数,不限张数,否,否,否,否,否,川系,1
2077,重庆纸包鱼,仅售85元，价值100元代金券！免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,14,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,83,0,不限人数,不限张数,是,是,否,否,否,川系,2
2078,磊子红旗串串,仅售40元，价值50元代金券！免费WiFi！,0.8,40,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,24,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,169,0,不限人数,不限张数,否,否,否,否,否,川系,1
2079,千里串香,仅售88元，价值100元代金券！可以叠加使用！节假日通用，提供免费WiFi，免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,5,1,391,2.071611253,限1人,不限张数,否,否,是,否,是,其他,2
208,锦唐印象(交大时光店),仅售89.9元，价值100元代金券！免费停车，免费WiFi！开业两周年店庆！,0.899,89.9,钱包新客最高再减20元,无立减优惠,碑林区,非周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,仅限大厅使用,3.9,36,107,725.8878505,不限人数,不限张数,否,否,否,否,否,其他,1
2080,海底捞火锅,仅售1365元，价值1500元实体卡1份！免费WiFi！,0.91,1365,无钱包新客优惠,无立减优惠,雁塔区,周末法定节假日通用,8,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,29,207.9310345,不限人数,不限张数,否,否,否,否,否,其他,1
2083,强强串串,仅售89元，价值100元代金券！免费停车，免费WiFi！,0.89,89,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,23,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,275,0,不限人数,不限张数,否,否,否,否,否,川系,1
2084,杏仁麻子仁涮涮,仅售44元，价值50元代金券！免费停车！,0.88,44,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,8,无需预约,未提及,免费停车位,仅限大厅使用,5,1,246,0.365853659,不限人数,不限张数,否,是,是,是,否,其他,1
2085,三毛串串,仅售43元，价值50元代金券！,0.86,43,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,9.5,无需预约,未提及,未提及,仅限大厅使用,0,0,288,0,不限人数,不限张数,否,否,否,否,否,川系,1
2086,老西安串串,仅售89元，价值100元代金券！免费停车！,0.89,89,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,4,无需预约,未提及,免费停车位,仅限大厅使用,0,0,268,0,不限人数,不限张数,否,否,否,否,否,川系,2
2087,森林雨火锅(阎良店),仅售468元，价值626元10人餐！可使用包间，免费停车，免费WiFi！,0.747603834,468,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,10,无需预约,免费WiFi,免费停车位,均可使用,0,0,55,18,不限人数,不限张数,否,否,否,否,否,其他,1
2088,徐州农家一锅炖,仅售88元，价值100元代金券！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,399,0,不限人数,限制张数,否,否,否,是,否,其他,1
2089,志林啤酒烧鸭,仅售100元，价值110元代金券！可叠加使用，节假日通用，店内提供免费WiFi，免费WiFi！,0.909090909,100,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,14.5,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,401,0,不限人数,不限张数,否,是,否,是,否,其他,0
209,闻道听香,仅售90元，价值100元代金券！免费WiFi！,0.9,90,钱包新客最高再减20元,有立减优惠,雁塔区,周末法定节假日通用,14,无需预约,免费WiFi,无停车位,仅限大厅使用,4.7,105,63,1565.714286,不限人数,限制张数,否,否,是,否,否,其他,1
2090,天天涮串串吧,仅售45元，价值50元代金券！可叠加使用，免费WiFi，节假日通用，免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,6,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,432,0,不限人数,不限张数,否,否,否,是,否,川系,2
2091,流水大锅台,仅售79元，价值100元代金券！可叠加使用，节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,547,0,不限人数,不限张数,否,否,否,否,否,其他,2
2092,小胖子串串,仅售80元，价值100元代金券！免费停车，免费WiFi！,0.8,80,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,191,0,不限人数,不限张数,否,否,否,否,否,川系,2
2093,天天鲜羊肉馆,仅售235元，价值252元4人餐！,0.932539683,235,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,13,无需预约,未提及,未提及,仅限大厅使用,0,0,148,0,不限人数,不限张数,否,是,是,否,否,其他,0
2094,小胖子串串,仅售40元，价值50元代金券！免费停车，免费WiFi！,0.8,40,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11.5,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,191,0,限1人,不限张数,否,否,否,否,否,川系,2
2095,开心涮涮,仅售40元，价值50元代金券！,0.8,40,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,8,无需预约,未提及,未提及,仅限大厅使用,0,0,257,0,不限人数,不限张数,否,否,否,是,否,其他,1
2096,陕味串串,仅售24元，价值30元代金券！免费WiFi！,0.8,24,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,10,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,273,0,不限人数,不限张数,是,否,否,否,否,川系,2
2098,黑吃嘿涮(王寺店),仅售89元，价值100元王寺店代金券！可叠加使用，节假日通用，提供免费停车位、WiFi，免费停车，免费WiFi！,0.89,89,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,10.5,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,350,0.257142857,不限人数,不限张数,否,否,否,是,否,其他,1
21,妙境火锅酒楼(粉巷店),仅售158元，价值211元3人餐！免费WiFi！,0.748815166,158,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,13.5,无需预约,免费WiFi,未提及,均可使用,4.6,29,182,112.2527473,不限人数,不限张数,否,是,否,否,否,其他,1
210,白鹿原猪蹄坊(西南城角店),仅售128元，价值204元4人火锅！节假日通用，提供免费WiFi、停车位，免费停车，免费WiFi！,0.62745098,128,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.8,20,624,16.15384615,限2-4人,限制张数,是,是,否,否,否,其他,1
2100,西航撸串(丈八路店),仅售46元，价值50元代金券！可叠加使用，节假日通用！,0.92,46,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,7.5,无需预约,未提及,未提及,仅限大厅使用,0,0,288,0.3125,不限人数,不限张数,否,否,否,否,否,其他,1
2101,鸿运串串,仅售85元，价值100元鸿运串串代金券！可叠加使用！免费停车！,0.85,85,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,8.5,无需预约,未提及,免费停车位,仅限大厅使用,0,0,215,0,不限人数,不限张数,否,否,否,否,否,川系,1
2103,豪上鲜文鱼庄,仅售590元，价值845元10人餐！免费WiFi！,0.698224852,590,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,11,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,7,115.7142857,不限人数,不限张数,否,是,是,否,否,其他,1
2104,傻老六串串,仅售42元，价值50元代金券！节假日通用，提供免费停车位、WiFi，可叠加使用，免费停车，免费WiFi！,0.84,42,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,8,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,291,0,不限人数,不限张数,否,否,否,否,否,川系,2
2105,饿人串串,仅售25元，价值30元代金券！免费WiFi！,0.833333333,25,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,收费停车位,仅限大厅使用,0,0,240,0,不限人数,不限张数,否,否,否,否,是,川系,1
2106,天天串串,仅售28元，价值30元代金券！节假日通用！可叠加使用！,0.933333333,28,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,8,无需预约,未提及,无停车位,仅限大厅使用,5,1,293,0.307167235,不限人数,不限张数,否,否,否,否,否,川系,1
2107,古城串串,仅售45元，价值50元代金券！免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,新城区,非周末法定节假日通用,8.833333333,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,230,0,不限人数,不限张数,否,否,否,否,否,川系,2
2108,半醉时尚串串(菊花园店),仅售45元，价值50元代金券！免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,碑林区,非周末法定节假日通用,5,无需预约,免费WiFi,收费停车位,仅限大厅使用,0,0,246,0,不限人数,不限张数,否,否,否,否,否,川系,2
2109,红星街串串(航天基地富力城店),仅售45元，价值50元代金券！,0.9,45,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,9,无需预约,未提及,无停车位,仅限大厅使用,0,0,160,0,不限人数,不限张数,否,否,否,否,否,川系,2
211,川坝子老灶火锅(三桥店),仅售79元，价值100元代金券！节假日通用，提供免费停车位，店内提供免费无线WIFI，可使用包间，免费停车，免费WiFi！,0.79,79,无钱包新客优惠,无立减优惠,未央区,周末法定节假日通用,13,无需预约,免费WiFi,免费停车位,均可使用,4.5,231,776,151.4690722,不限人数,限制张数,是,否,否,否,否,川系,2
2110,冷怂滴涮,仅售45元，价值50元代金券！免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,新城区,周末法定节假日通用,13,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,265,0,不限人数,不限张数,否,否,否,是,否,其他,1
2111,流氓串串,仅售45元，价值50元代金券！可叠加使用，节假日通用，提供免费WiFi，免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,10,无需预约,免费WiFi,无停车位,仅限大厅使用,0,0,355,0,不限人数,不限张数,否,否,否,否,否,川系,1
2112,签知千味,仅售45元，价值50元代金券！,0.9,45,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,11.5,无需预约,未提及,未提及,仅限大厅使用,0,0,93,0,不限人数,不限张数,否,否,否,否,否,其他,1
2113,伙计串串,仅售45元，价值50元伙计串串代金券！,0.9,45,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,7,无需预约,未提及,收费停车位,仅限大厅使用,0,0,252,0,不限人数,不限张数,否,否,否,否,否,川系,1
2116,红旗涮涮形象店(糖坊街形象店),仅售88元，价值100元代金券！免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,6,无需预约,免费WiFi,未提及,仅限大厅使用,0,0,241,0,不限人数,不限张数,否,否,否,是,否,其他,1
2117,常乐园酸菜涮羊肉,仅售88元，价值100元代金券！可叠加使用，节假日通用，可使用包间！,0.88,88,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,10.5,无需预约,未提及,未提及,均可使用,0,0,485,0,不限人数,不限张数,否,是,否,是,否,其他,1
212,蜀石文化火锅(阎良店),仅售85元，价值100元代金券！免费停车，免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,12,无需预约,免费WiFi,免费停车位,仅限大厅使用,4.3,63,142,2981.408451,不限人数,不限张数,是,否,否,否,否,川系,1
2123,川味串串,仅售45元，价值50元代金券！不含酒水饮料！,0.9,45,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,10,无需预约,未提及,未提及,仅限大厅使用,0,0,242,0,不限人数,不限张数,是,否,否,否,否,川系,2
2125,一尊皇牛(阎良店),仅售688元，价值871元10人餐！可使用包间，免费停车，免费WiFi！,0.78989667,688,钱包新客最高再减20元,无立减优惠,阎良区,周末法定节假日通用,11,无需预约,免费WiFi,免费停车位,均可使用,5,4,115,52.43478261,不限人数,不限张数,否,是,否,否,否,其他,0
2128,红炉涮肉坊,仅售588元，价值858元精品火锅外带大礼包！赠送铜锅，3份可配送！节假日通用，提供免费WiFi，请至少提前2天预约，免费WiFi，需预约！,0.685314685,588,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,3.5,需预约,免费WiFi,未提及,未提及,0,0,350,0,不限人数,不限张数,否,是,否,是,否,其他,1
2129,黑吃嘿涮(王寺店),仅售45元，价值50元王寺店代金券！可叠加使用，节假日通用，店内提供免费WiFi、停车位，免费停车，免费WiFi！,0.9,45,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,10.5,无需预约,免费WiFi,免费停车位,仅限大厅使用,0,0,350,0,不限人数,不限张数,否,否,否,是,否,其他,1
213,红霓仟锅汇,仅售368元，价值483元8人餐！免费停车！,0.761904762,368,钱包新客最高再减20元,有立减优惠,莲湖区,周末法定节假日通用,11,无需预约,未提及,免费停车位,仅限大厅使用,5,4,72,20,限5-12人,不限张数,否,否,否,否,否,其他,1
2130,就是这个味,仅售45元，价值50元代金券！节假日通用，可叠加使用！,0.9,45,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,11,无需预约,未提及,未提及,仅限大厅使用,0,0,378,0,不限人数,不限张数,否,否,否,否,否,其他,1
2131,红炉涮肉坊,仅售888元，价值1280元火锅大礼包！节假日通用，至少提前2天预约，提供免费WiFi，免费WiFi，需预约！,0.69375,888,钱包新客最高再减20元,无立减优惠,长安区,周末法定节假日通用,3.5,需预约,免费WiFi,未提及,未提及,0,0,350,0,不限人数,不限张数,否,是,否,是,否,其他,1
2133,清真古城好一锅羊蝎子火锅,仅售568元，价值713元8-10人餐！节假日通用，提供免费WiFi、停车位，可使用包间，免费停车，免费WiFi！,0.796633941,568,钱包新客最高再减20元,无立减优惠,碑林区,周末法定节假日通用,12.5,无需预约,免费WiFi,免费停车位,均可使用,5,2,304,6.809210526,不限人数,不限张数,否,是,是,否,否,北系,2
2134,黄焖鸡米饭(下北街店),仅售19元，价值21元下北街店单人餐！节假日通用！,0.904761905,19,钱包新客最高再减20元,无立减优惠,临潼区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,5,1,507,0.887573964,不限人数,不限张数,否,是,否,是,否,其他,2
2139,唐记老铺老北京涮羊肉,仅售498元，价值788元铜锅12人餐！提供免费WIFI！,0.631979695,498,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,0,0,232,1.163793103,限5-12人,不限张数,是,是,否,是,否,北系,3
2140,三毛串串,仅售18元，价值20元代金券！,0.9,18,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,9.5,无需预约,未提及,未提及,仅限大厅使用,0,0,288,0,不限人数,不限张数,否,否,否,否,否,川系,1
215,小芭蕉泰式火锅(未央路店),仅售159元，价值312元未央路店6-8人餐！节假日通用，提供免费WiFi、停车位，可使用包间，免费停车，免费WiFi！,0.509615385,159,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,3,无需预约,免费WiFi,免费停车位,均可使用,5,2,506,2.845849802,限5-12人,不限张数,否,否,否,否,否,其他,2
216,伊鼎火锅,仅售90元，价值100元代金券！免费WiFi！,0.9,90,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,24,无需预约,免费WiFi,无停车位,仅限大厅使用,4.6,514,492,1419.512195,不限人数,不限张数,否,否,否,否,否,其他,1
217,老鬼火锅,仅售85元，价值100元代金券！,0.85,85,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,12,无需预约,未提及,未提及,仅限大厅使用,4.5,59,219,253.5616438,不限人数,不限张数,否,否,否,否,否,其他,2
2178,四段锦,仅售58元，价值100元代金券！免费WiFi！,0.58,58,钱包新客最高再减20元,有立减优惠,莲湖区,周末法定节假日通用,19,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.1,11,55,204.5454545,不限人数,限制张数,否,否,否,否,否,其他,0
2179,聚宝铜锅,仅售95元，价值100元代金券！免费WiFi！,0.95,95,钱包新客最高再减20元,有立减优惠,未央区,周末法定节假日通用,6.5,无需预约,免费WiFi,未提及,仅限大厅使用,4.1,21,163,173.3742331,不限人数,不限张数,否,否,否,否,否,其他,1
218,小黄牛潮汕牛肉火锅,仅售75元，价值100元代金券！免费WiFi！,0.75,75,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,12,无需预约,免费WiFi,收费停车位,仅限大厅使用,4.7,6,154,68.37662338,不限人数,不限张数,是,是,否,否,否,粤系,2
2180,海升酒店,仅售198元，价值498元超值4-6人餐！提前2小时预约，节假日通用！,0.397590361,198,钱包新客最高再减20元,无立减优惠,雁塔区,周末法定节假日通用,11,需预约,未提及,未提及,仅限大厅使用,4.9,10,484,9.855371901,限5-12人,限制张数,否,否,否,否,否,其他,0
2181,知渔居,仅售79元，价值100元代金券！可使用包间，免费停车，免费WiFi！,0.79,79,钱包新客最高再减20元,无立减优惠,灞桥区,周末法定节假日通用,10.5,无需预约,免费WiFi,免费停车位,均可使用,4.6,7,154,15.19480519,不限人数,限制张数,否,否,否,否,否,其他,0
2182,麻辣空间,仅售88元，价值100元代金券！免费WiFi！,0.88,88,钱包新客最高再减20元,无立减优惠,高新区,周末法定节假日通用,11.5,无需预约,免费WiFi,收费停车位,仅限大厅使用,4,8,71,281.4084507,不限人数,不限张数,否,否,是,否,否,川系,1
2183,福源顺炖锅,仅售85元，价值100元代金券！可叠加使用，节假日通用，提供免费WiFi，可使用包间，免费WiFi！,0.85,85,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,免费WiFi,未提及,均可使用,5,3,362,2.73480663,不限人数,不限张数,否,否,否,是,否,其他,1
2184,老黄牛真火锅,仅售32元，价值38元自助火锅1张，免费WiFi！,0.842105263,32,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,3,无需预约,免费WiFi,未提及,未提及,0,0,1,180,限1人,不限张数,否,是,否,否,否,其他,2
2185,老黄牛真火锅,仅售36元，价值40元自助火锅单人晚市，免费WiFi！,0.9,36,钱包新客最高再减20元,无立减优惠,莲湖区,周末法定节假日通用,5.5,无需预约,免费WiFi,未提及,未提及,0,0,1,0,限1人,不限张数,否,是,否,否,否,其他,2
2186,老徐家红旗串串,仅售44元，价值50元代金券！,0.88,44,钱包新客最高再减20元,无立减优惠,未央区,周末法定节假日通用,11,无需预约,未提及,无停车位,仅限大厅使用,0,0,251,0,限2-4人,不限张数,否,否,否,否,否,川系,2
2187,槿熙芝士年糕自助火锅,仅售48元，价值58元芝士年糕单人自助火锅！节假日通用，提供免费WiFi，免费WiFi！,0.827586207,48,钱包新客最高再减20元,有立减优惠,碑林区,周末法定节假日通用,11,无需预约,免费WiFi,未提及,未提及,4.5,513,447,1062.483221,限1人,限制张数,否,是,否,否,否,其他,2
